id	name	namespace	NS_mean	WS_mean	X737NS	X737WS	X852NS	X852WS	X867NS	X867WS	X737NS_n_peptide	X737WS_n_peptide	X852NS_n_peptide	X852WS_n_peptide	X867NS_n_peptide	X867WS_n_peptide	X737NS_n_samp_children	X737WS_n_samp_children	X852NS_n_samp_children	X852WS_n_samp_children	X867NS_n_samp_children	X867WS_n_samp_children	log2fc_NS_over_WS	p	corrected_p
GO:0052803	imidazole-containing compound metabolic process	biological_process	27.05124626427327	26.57803720276025	27.389912855668587	24.828739111807753	26.44189715675581	27.89365625480433	27.162171199520788	24.35009113920492	32.0	22.0	46.0	46.0	46.0	18.0	2.0	2.0	2.0	2.0	2.0	2.0	0.4732090615130211	0.31776299926640866	0.4246030532496914
GO:0055065	metal ion homeostasis	biological_process	25.199598855637888	24.678307290076194	24.274744745453766	24.97583464485543	26.206706288256196	24.3701524850066	24.089894296040487	24.624348993733374	13.0	12.0	7.0	10.0	10.0	9.0	2.0	2.0	2.0	2.0	2.0	2.0	0.5212915655616932	0.7887373625157914	0.8450244017706462
GO:0055076	transition metal ion homeostasis	biological_process	24.62037471779757	24.09388586470821	23.71662303313561	24.390872144134274	25.62198029391537	23.787198715873828	23.510324720060247	24.03938649301221	9.0	8.0	5.0	7.0	7.0	6.0	2.0	2.0	2.0	2.0	2.0	2.0	0.5264888530893614	0.7769568957621695	0.8411979374112093
GO:0055080	cation homeostasis	biological_process	25.61175859152621	25.0930741755616	24.67617223683463	25.390872144134274	26.621625519804017	24.784184568697768	24.50222775434564	25.03938649301221	17.0	16.0	9.0	13.0	13.0	12.0	2.0	2.0	2.0	2.0	2.0	2.0	0.5186844159646107	0.7946748083775999	0.8450244017706462
GO:0055085	transmembrane transport	biological_process	26.447253791959486	27.05210502989449	26.39355797790896	27.215835740523698	25.441326428470184	27.03898400392824	27.06885797635013	26.88215499396629	38.0	38.0	51.0	55.0	50.0	39.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.6048512379350051	0.19724141392954397	0.29419058348813343
GO:0055086	nucleobase-containing small molecule metabolic process	biological_process	32.558502448363086	34.30370426594183	32.2277276387951	34.190385461413605	32.374673376663765	34.58589398207155	32.963980069932084	34.085276910487664	1422.0	1823.0	1861.0	2039.0	1974.0	1731.0	6.0	6.0	6.0	6.0	6.0	6.0	-1.7452018175787458	0.0028970843523632123	0.022983633806058907
GO:0055114	oxidation-reduction process	biological_process	27.05114623106144	26.719380823134713	27.37037577306404	26.62243313129181	26.210410658705978	26.108939547522372	27.306921422837487	27.21507043367764	23.0	19.0	25.0	28.0	26.0	18.0	4.0	3.0	4.0	4.0	4.0	3.0	0.3317654079267278	0.5597580593522954	0.6630980087711807
GO:0060255	regulation of macromolecule metabolic process	biological_process	28.483610733698395	29.11944805254241	28.576907106919297	29.494340891760892	28.106490257379733	29.18864768722205	28.701737460489163	28.50708030334181	128.0	138.0	124.0	133.0	125.0	118.0	7.0	7.0	7.0	7.0	7.0	7.0	-0.6358373188440147	0.15474248954003716	0.24071053928450223
GO:0061695	transferase complex, transferring phosphorus-containing groups	cellular_component	23.317528796378827	24.05869662847204	23.422336847937473	24.13500090579763	23.003292097715892	24.7356901689462	23.481507000900745	22.53121240605255	11.0	10.0	10.0	13.0	10.0	9.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.7411678320932111	0.5013640799914131	0.6043840964280048
GO:0062012	regulation of small molecule metabolic process	biological_process	19.455074378970266	21.69508653143998	19.89118067181465	20.848446761315426	19.33024417760788	20.992026346693304	19.000924393378984	22.566657166038503	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	-2.2400121524697134	0.02760099170882513	0.0639180860625424
GO:0065003	protein-containing complex assembly	biological_process	26.199679975069433	27.214305093306407	26.26926867674691	26.92381879236608	25.962140271997512	27.44712279844737	26.340317296208735	27.224720823864445	18.0	17.0	21.0	21.0	19.0	16.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.0146251182369745	0.006174182543515944	0.02776128793288921
GO:0065007	biological regulation	biological_process	30.64428883771524	31.753666798268238	30.779411454485196	32.17351460507343	30.507580794877658	31.85840056844243	30.633023029851604	30.984896767787195	721.0	794.0	734.0	829.0	781.0	703.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.1093779605529974	0.04709833224690957	0.0951231890626108
GO:0065008	regulation of biological quality	biological_process	27.12189634350729	27.22252484915493	26.260663567395515	27.36914128977718	28.074243969274715	27.101500750710247	26.163136998987465	27.183770428363037	62.0	67.0	48.0	61.0	60.0	55.0	7.0	7.0	7.0	7.0	7.0	6.0	-0.10062850564763792	0.5716316988878878	0.6732794006021776
GO:0070011	peptidase activity, acting on L-amino acid peptides	molecular_function	23.97216574044849	25.513778262421155	23.415234543337412	25.233725548427486	24.05764515479536	25.88600827892123	24.30468829943397	25.332771240043286	28.0	35.0	38.0	40.0	39.0	45.0	4.0	4.0	4.0	5.0	5.0	5.0	-1.5416125219726666	0.009534622007721693	0.03864031024181949
GO:0070125	mitochondrial translational elongation	biological_process	24.9272975365759	25.009805987546873	23.964000032597017	25.05240945576654	24.785810259904103	25.25165950472787	25.5877083542555	24.665191247637573	3.0	4.0	4.0	4.0	3.0	3.0	NA	NA	NA	NA	NA	NA	-0.08250845097097326	0.6949177591688787	0.7797255731293793
GO:0070180	large ribosomal subunit rRNA binding	molecular_function	24.955406524749755	25.66789776982252	25.557796828180546	24.577817123262626	22.7907879884922	25.14950282031909	25.287374196897648	26.541409224767836	7.0	6.0	5.0	7.0	7.0	7.0	NA	NA	NA	NA	NA	NA	-0.7124912450727656	0.45277606352450855	0.5578201102621946
GO:0070613	regulation of protein processing	biological_process	24.634192106683393	23.05109093283839	24.71910038012482	22.676644697928825	24.42968801374177	21.58009935133745	24.733881517707896	23.95248055864879	6.0	6.0	2.0	2.0	4.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	1.5831011738450016	0.052418762139109884	0.10122243723414322
GO:0071103	DNA conformation change	biological_process	25.1115691027926	24.67582482073882	25.580335544996235	22.355857303004065	20.017365497214094	24.879996143784336	25.777689116521454	25.396281549156427	6.0	8.0	6.0	6.0	7.0	8.0	2.0	2.0	2.0	2.0	2.0	2.0	0.43574428205377913	0.8522262082229237	0.8808244031297332
GO:0071616	acyl-CoA biosynthetic process	biological_process	24.055955026221795	24.150152988850284	25.012096363143787	22.79473211290481	22.23006388612263	24.339614398344587	23.693461971048087	24.704831504581147	7.0	5.0	7.0	7.0	8.0	5.0	2.0	2.0	2.0	2.0	2.0	1.0	-0.09419796262848834	0.7770156272515878	0.8411979374112093
GO:0071702	organic substance transport	biological_process	24.88470135223526	25.75256742419661	24.53282754380781	25.00895166232037	24.30890875730373	25.426674131553025	25.51279061411261	26.435100375916747	23.0	28.0	33.0	38.0	31.0	29.0	4.0	4.0	2.0	4.0	4.0	4.0	-0.8678660719613482	0.20987190034549005	0.30562905582227395
GO:0071704	organic substance metabolic process	biological_process	35.25922149638568	36.607525349734274	35.16100203566175	36.450924674216594	34.98770936550436	36.91163155795467	35.56649146650672	36.40364139337817	9954.0	11772.0	13053.0	14149.0	13199.0	11304.0	16.0	17.0	16.0	17.0	17.0	17.0	-1.3483038533485967	0.0046128304261815545	0.025718158691624474
GO:0071705	nitrogen compound transport	biological_process	24.587124178760508	25.504691926991573	24.30940846315461	24.62517762059774	23.4392994646865	25.167487215381986	25.37271551235909	26.240106718767954	16.0	18.0	25.0	28.0	23.0	17.0	2.0	2.0	1.0	2.0	2.0	2.0	-0.9175677482310647	0.25626168882550776	0.35958359980982413
GO:0071840	cellular component organization or biogenesis	biological_process	28.0054543842096	28.761467035183248	28.154057502208037	28.32007891961196	27.49204834706132	28.85443392914742	28.25755247003795	29.02090584621253	67.0	78.0	90.0	92.0	84.0	78.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.7560126509736484	0.07518947712646219	0.13347757322737958
GO:0071941	nitrogen cycle metabolic process	biological_process	23.89127883313973	24.34925206324497	24.191693725648786	24.10205034305647	22.25487922845486	24.57689517086582	24.42418748907573	24.329716868087374	4.0	4.0	5.0	5.0	4.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.4579732301052388	0.36694127906693375	0.472878301056969
GO:0072330	monocarboxylic acid biosynthetic process	biological_process	27.264344419331213	29.04558089531749	26.770522263721208	28.93094922361938	27.13710191714376	29.31246043024969	27.723019354719373	28.849930829122982	28.0	36.0	37.0	40.0	37.0	33.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.781236475986276	0.00429062316896612	0.025178911490942507
GO:0072341	modified amino acid binding	molecular_function	24.84914385877425	22.67620163037556	25.64762258786775	19.9601173008139	22.928379915748554	23.62922758361733	24.84425815726816	22.543124265149732	2.0	3.0	5.0	5.0	3.0	4.0	2.0	1.0	2.0	2.0	2.0	2.0	2.1729422283986928	0.147353500698729	0.23394267121241508
GO:0072521	purine-containing compound metabolic process	biological_process	30.149757574100427	31.7667039879742	30.011443613255967	31.63142460785437	29.91536176961029	32.04234058158322	30.461700885745305	31.580603575465695	286.0	350.0	379.0	400.0	394.0	342.0	6.0	6.0	6.0	6.0	6.0	6.0	-1.616946413873773	0.0018982049722869737	0.022983633806058907
GO:0072522	purine-containing compound biosynthetic process	biological_process	27.80483784906391	29.295070376942906	27.793474834883966	29.154106538373377	27.54677192526957	29.568955525729283	28.03336365129965	29.117233562464328	61.0	77.0	88.0	92.0	91.0	78.0	5.0	5.0	5.0	5.0	5.0	5.0	-1.4902325278789945	0.0017972793290827696	0.022983633806058907
GO:0072524	pyridine-containing compound metabolic process	biological_process	28.717391657005702	30.532580860638827	28.122756807854074	30.399006769246697	28.646256047507386	30.841267632572446	29.188214329518924	30.297860806360568	63.0	95.0	97.0	103.0	86.0	89.0	2.0	3.0	3.0	3.0	3.0	2.0	-1.8151892036331247	0.0060207545402977194	0.027472479976469594
GO:0072525	pyridine-containing compound biosynthetic process	biological_process	27.111609791080287	28.93125980693823	26.49919243148007	28.797565866095105	27.037190962706266	29.242656419211364	27.593090183178592	28.692710162698322	20.0	30.0	30.0	32.0	27.0	28.0	1.0	2.0	2.0	2.0	2.0	1.0	-1.8196500158579418	0.006437376822153896	0.028734957409034784
GO:0072527	pyrimidine-containing compound metabolic process	biological_process	24.414088667605125	25.484491287863822	23.95724078290377	25.62438277588006	24.05374698175233	25.88985934269764	24.99176504338839	24.68298798258724	25.0	41.0	21.0	45.0	45.0	32.0	3.0	4.0	3.0	4.0	4.0	3.0	-1.0704026202586974	0.09684180686513723	0.16524806933220093
GO:0080090	regulation of primary metabolic process	biological_process	27.25582906570085	27.52953637013072	27.42180076055449	27.817909489876584	27.01695898502357	27.491762360843715	27.299411253356578	27.215845628493906	58.0	61.0	48.0	50.0	53.0	51.0	4.0	4.0	4.0	4.0	4.0	4.0	-0.2737073044298697	0.2820550042250629	0.38524585942935424
GO:0090304	nucleic acid metabolic process	biological_process	27.941359451338748	28.30070893566159	28.163939806092248	28.025984110638714	27.77876899815848	28.57303987943934	27.851726650877858	28.250257945292002	103.0	129.0	150.0	159.0	135.0	130.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.3593494843228413	0.1502451606168614	0.2373103049743247
GO:0090407	organophosphate biosynthetic process	biological_process	30.065052174957128	31.749248995083608	29.84968615878119	31.650307137830982	29.818234604826827	32.016193364141074	30.439027721826417	31.536724587063052	281.0	352.0	363.0	403.0	391.0	334.0	3.0	4.0	4.0	4.0	4.0	3.0	-1.6841968201264805	0.0023906705728546284	0.022983633806058907
GO:0090529	cell septum assembly	biological_process	22.413598783464927	24.83385580319521	22.207935878950888	24.090521215794844	22.64472205099675	25.055100167795327	22.353369058718	25.140589705174843	3.0	7.0	8.0	8.0	5.0	8.0	NA	NA	NA	NA	NA	NA	-2.4202570197302826	0.002809624905020617	0.022983633806058907
GO:0097159	organic cyclic compound binding	molecular_function	31.14691764549091	31.953673611505646	31.053315200032486	31.67773968862853	31.157941586178985	32.12360994149033	31.22436555263884	32.022792360653355	898.0	1031.0	1151.0	1269.0	1148.0	1029.0	7.0	7.0	7.0	7.0	7.0	7.0	-0.8067559660147374	0.005212682587922152	0.02717988159893057
GO:0097367	carbohydrate derivative binding	molecular_function	29.05379453429985	29.72095648544579	28.929646958942666	29.421352913234863	29.169626846215113	29.89143196313136	29.052140213842026	29.807869357362105	227.0	265.0	294.0	323.0	293.0	262.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.667161951145939	0.014981089967552248	0.0462006141761293
GO:0098796	membrane protein complex	cellular_component	26.75842775477233	26.219370583100535	26.024043957381092	26.22860983840517	25.143298886596586	26.33665182428488	27.80979255622965	26.081542548119785	39.0	29.0	47.0	47.0	46.0	31.0	4.0	5.0	4.0	4.0	5.0	5.0	0.5390571716717965	0.8956059779151057	0.9179588725386107
GO:0106130	purine phosphoribosyltransferase activity	molecular_function	21.09213558784318	23.56947072712725	19.531723294462964	23.348184222950373	21.697654664153337	23.638520795858184	21.280434884244308	23.697993915799266	2.0	6.0	8.0	8.0	8.0	8.0	2.0	2.0	2.0	2.0	2.0	2.0	-2.477335139284069	0.015427897075696174	0.0462006141761293
GO:0140096	catalytic activity, acting on a protein	molecular_function	25.156743075992487	26.675593221904663	24.56284819798851	26.298447328230534	25.183314170295528	27.05181007627975	25.55603437839252	26.57416046399117	48.0	67.0	65.0	72.0	69.0	74.0	5.0	6.0	5.0	5.0	6.0	6.0	-1.5188501459121753	0.013312747238769067	0.0440895284896868
GO:0140097	catalytic activity, acting on DNA	molecular_function	20.90145729055475	23.282664538926678	20.63984297266136	23.27144807947689	20.84680352880475	23.455417072368	21.16811851753782	23.099120837719894	7.0	9.0	10.0	10.0	7.0	9.0	2.0	3.0	3.0	3.0	2.0	3.0	-2.381207248371929	0.0002066508117547032	0.022983633806058907
GO:0140098	catalytic activity, acting on RNA	molecular_function	26.73814745461069	27.23412752692289	26.97169784272944	26.831607906267642	26.488262878815647	27.930561604272622	26.713867909743318	26.551361402563014	52.0	72.0	79.0	86.0	73.0	73.0	3.0	5.0	5.0	5.0	3.0	5.0	-0.4959800723122001	0.43989601978560694	0.5452232357906115
GO:0140101	catalytic activity, acting on a tRNA	molecular_function	25.538703559745738	25.644211539120725	25.47901416455171	25.403826721711287	24.15501964802924	25.896889500970392	26.26752997046595	25.58841619049787	28.0	44.0	50.0	54.0	45.0	44.0	3.0	4.0	3.0	4.0	4.0	4.0	-0.10550797937498757	0.6304254678400063	0.727232374886599
GO:1901068	guanosine-containing compound metabolic process	biological_process	22.31555427058917	24.4203375939766	21.2413423469055	24.358886791072997	22.789936481642872	24.990027296782646	22.499195028362077	23.577370279316877	8.0	15.0	12.0	13.0	11.0	13.0	3.0	4.0	3.0	4.0	4.0	4.0	-2.10478332338743	0.027231117319954635	0.0639180860625424
GO:1901070	guanosine-containing compound biosynthetic process	biological_process	21.293882508539692	23.37983333582706	20.2413423469055	23.33635786135568	21.789936481642872	23.943725691167483	21.441229237067766	22.52109148532769	4.0	7.0	6.0	6.0	5.0	6.0	2.0	2.0	2.0	2.0	2.0	2.0	-2.085950827287366	0.02781795243419393	0.06417924606540622
GO:1901135	carbohydrate derivative metabolic process	biological_process	30.538666910091194	32.11022708200205	30.45422207197144	32.00262696541128	30.236927055500594	32.39667704865508	30.85548363568255	31.87954837802926	436.0	569.0	614.0	654.0	625.0	555.0	13.0	15.0	15.0	15.0	14.0	15.0	-1.5715601719108534	0.002733134099414717	0.022983633806058907
GO:1901136	carbohydrate derivative catabolic process	biological_process	22.474729665042567	23.71115689944573	21.739000274341546	23.51033538331629	22.738300832707118	24.22575533855	22.73660837978811	23.19936043953168	5.0	6.0	8.0	8.0	6.0	7.0	3.0	4.0	4.0	4.0	2.0	4.0	-1.2364272344031626	0.05123706233381719	0.10019692189724251
GO:1901137	carbohydrate derivative biosynthetic process	biological_process	27.98576486672475	29.303959753017374	28.104476245952892	29.19501998069828	27.49493193607647	29.59163702561072	28.25194721844517	29.07298215154779	74.0	93.0	105.0	112.0	109.0	93.0	8.0	7.0	8.0	8.0	8.0	7.0	-1.3181948862926234	0.008788888633303094	0.03585400925903778
GO:1901265	nucleoside phosphate binding	molecular_function	30.56403379160851	31.42083901689997	30.433583879237556	31.13365606421809	30.63656612246914	31.66051266468677	30.61351490498072	31.420512618191967	604.0	723.0	806.0	895.0	801.0	726.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.8568052252914597	0.00695717879177705	0.02955601472920457
GO:1901269	lipooligosaccharide metabolic process	biological_process	25.727081196892122	22.17879123219745	26.54712900671859	20.247415064516908	23.601682788285203	23.534915291483564	25.734775872955648	19.687573466663128	4.0	2.0	4.0	6.0	6.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	3.5482899646946713	0.04969423061165904	0.0981142501819935
GO:1901293	nucleoside phosphate biosynthetic process	biological_process	29.72815951621481	31.465062861201638	29.460990001498203	31.361381120064074	29.504196629860377	31.736027993614226	30.120852231582646	31.25204440016209	218.0	279.0	285.0	315.0	305.0	264.0	4.0	4.0	4.0	4.0	4.0	4.0	-1.7369033449868283	0.0024655241847272307	0.022983633806058907
GO:1901360	organic cyclic compound metabolic process	biological_process	33.46025765045611	35.097211680984536	33.212326299408225	34.96806065864992	33.26938774139401	35.39788960611855	33.8184509615474	34.869363495109965	2760.0	3483.0	3678.0	4028.0	3870.0	3327.0	11.0	10.0	11.0	11.0	11.0	10.0	-1.636954030528429	0.002857600674762469	0.022983633806058907
GO:1901361	organic cyclic compound catabolic process	biological_process	28.102112132453843	29.213844075724893	28.04134854359921	28.91314033635572	27.767125585148676	29.74157230961493	28.42225241266529	28.79203204322331	60.0	55.0	82.0	84.0	83.0	50.0	4.0	4.0	4.0	4.0	4.0	4.0	-1.1117319432710495	0.0387540484337835	0.08065031701084675
GO:1901362	organic cyclic compound biosynthetic process	biological_process	30.53204472948921	32.17934141914199	30.29893272147812	32.05573606586365	30.36353758475573	32.475087125605576	30.864826462836213	31.952645364212238	385.0	510.0	530.0	589.0	563.0	496.0	8.0	8.0	9.0	9.0	9.0	8.0	-1.64729668965278	0.0023271548219492293	0.022983633806058907
GO:1901363	heterocyclic compound binding	molecular_function	31.14691764549091	31.953673611505646	31.053315200032486	31.67773968862853	31.157941586178985	32.12360994149033	31.22436555263884	32.022792360653355	898.0	1031.0	1151.0	1269.0	1148.0	1029.0	7.0	7.0	7.0	7.0	7.0	7.0	-0.8067559660147374	0.005212682587922152	0.02717988159893057
